OverallQual,ExterQual,KitchenQual,GarageCars,GrLivArea,BsmtQual,GarageArea,1stFlrSF,fe_Age,GarageFinish,FireplaceQu,FullBath,Foundation_PConc,TotRmsAbvGrd,HeatingQC,Neighborhood_NridgHt,MasVnrType_None,GarageType_Detchd,GarageType_Attchd,MSSubClass_60,Foundation_CBlock,BsmtFinType1,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_Stone,LotShape,MSZoning_RM,Neighborhood_NoRidge,MasVnrType_BrkFace,Neighborhood_StoneBr,SalePrice
5,3,3,2.0,925.0,4,484.0,925.0,57,2,1,1,1,5,4,0,1,1,0,0,0,6,0,0,0,3,0,0,0,0,133500
7,3,3,2.0,1430.0,5,400.0,774.0,20,3,4,2,1,8,5,0,1,0,0,0,0,2,1,1,0,3,0,0,0,0,170000
8,4,4,1.0,1566.0,4,288.0,930.0,120,2,1,2,0,7,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,150000
5,3,3,2.0,950.0,4,400.0,950.0,67,2,1,1,1,5,3,0,1,1,0,0,0,5,0,0,0,4,0,0,0,0,130000
5,3,3,1.0,1144.0,4,796.0,1144.0,61,3,4,1,0,6,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,143000
5,3,3,2.0,1114.0,4,451.0,1114.0,59,3,1,1,0,5,3,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,140000
7,3,3,2.0,2223.0,5,516.0,1164.2931707317073,47,4,5,2,0,8,5,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,244000
5,3,2,1.0,1111.0,4,288.0,581.0,100,2,1,1,0,6,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,101000
5,3,3,2.0,960.0,4,624.0,960.0,62,2,1,1,0,5,5,0,1,1,0,0,1,2,0,0,0,4,1,0,0,0,125000
6,3,3,2.0,1633.0,5,460.0,932.0,22,4,4,2,1,7,4,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,183000
6,3,3,0.0,2229.0,4,465.10199881023215,929.0,108,1,1,1,0,8,5,0,1,0,0,0,1,2,0,0,0,4,1,0,0,0,104000
6,3,3,1.0,984.0,4,280.0,984.0,66,2,1,1,0,4,3,0,1,1,0,0,1,2,0,0,0,4,0,0,0,0,112500
6,3,3,2.0,1686.0,5,612.0,1686.0,40,2,4,2,0,7,3,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,207500
7,4,4,2.0,1614.0,5,576.0,1614.0,15,4,5,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,225000
5,3,3,1.0,864.0,4,297.0,864.0,48,2,1,1,0,5,5,0,1,1,0,0,1,5,1,1,0,4,0,0,0,0,119900
7,4,4,3.0,1740.0,6,874.0,1740.0,14,3,1,2,1,8,5,1,0,0,1,0,0,2,1,1,1,4,0,0,0,0,293000
5,3,3,2.0,1721.0,4,440.0,1721.0,52,3,4,2,0,7,4,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,180000
6,3,3,3.0,1034.0,4,888.0,1034.0,44,2,1,1,0,6,3,0,0,0,1,0,1,7,0,0,0,3,0,0,1,0,169900
6,3,3,2.0,1902.0,1,539.0,1318.0,42,2,1,2,0,8,3,0,1,0,1,0,0,1,1,1,0,4,1,0,0,0,112000
6,3,3,2.0,1097.0,5,480.0,1097.0,36,2,1,2,1,6,3,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,152000
9,4,5,3.0,2206.0,5,670.0,1117.0,15,4,5,2,1,10,5,1,0,0,0,1,0,2,1,1,0,3,0,0,1,0,300000
6,3,3,2.0,1117.0,4,672.0,1117.0,44,2,4,1,0,6,3,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,107000
4,3,3,2.0,2290.0,4,560.0,1246.0,135,2,1,2,1,11,4,0,1,1,0,0,0,2,1,0,0,4,1,0,0,0,122500
6,3,3,1.0,948.0,4,264.0,483.0,48,2,1,1,0,5,3,0,0,1,0,0,1,6,0,0,0,4,1,0,1,0,89000
6,3,3,1.0,919.0,3,231.0,600.0,80,2,1,1,0,5,5,0,1,1,0,0,1,3,1,1,0,3,0,0,0,0,95000
6,3,3,2.0,1152.0,4,412.0,1152.0,52,3,1,1,0,7,5,0,0,0,1,0,1,2,0,0,0,4,0,0,1,0,143450
9,5,5,3.0,2334.0,6,751.0,1627.0,11,4,5,2,1,10,5,1,0,0,1,1,0,2,1,1,1,3,0,0,0,0,376162
5,3,3,2.0,1264.0,4,461.0,1264.0,60,2,5,1,0,6,3,0,0,0,1,0,1,4,0,0,0,4,0,0,1,0,167500
5,3,3,2.0,1224.0,5,528.0,1224.0,41,2,4,0,0,6,3,0,0,1,0,0,1,7,0,0,1,4,0,0,0,0,153337
6,3,3,1.0,1369.0,4,300.0,697.0,95,2,1,2,0,6,3,0,1,1,0,0,0,5,0,0,0,4,0,0,0,0,103600
5,3,3,1.0,894.0,4,308.0,894.0,44,2,1,1,0,5,3,0,1,0,1,0,1,3,0,0,0,4,0,0,0,0,128200
6,4,4,2.0,1573.0,5,440.0,769.0,20,2,1,2,1,5,5,0,0,1,0,0,0,7,0,0,0,4,0,0,1,0,177500
8,4,4,3.0,2250.0,5,756.0,1687.0,18,4,6,2,1,7,5,1,0,0,1,1,0,7,1,1,0,4,0,0,1,0,320000
6,3,3,2.0,1514.0,5,394.0,819.0,20,4,4,2,1,7,5,0,1,0,1,1,0,7,1,1,0,3,0,0,0,0,190000
6,3,3,0.0,1218.0,4,465.10199881023215,672.0,49,1,1,1,0,7,3,0,0,0,0,0,1,2,0,0,0,4,1,0,1,0,91500
5,3,4,1.0,1387.0,4,256.0,811.0,66,2,1,2,0,7,3,0,1,0,0,0,1,2,0,0,0,4,1,0,0,0,93000
4,3,3,1.0,1317.0,4,250.0,649.0,100,2,1,1,0,6,3,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,40000
6,3,4,0.0,1355.0,4,465.10199881023215,773.0,106,1,1,1,1,7,3,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,127000
4,2,3,1.0,952.0,4,330.0,952.0,124,3,1,1,0,5,4,0,1,1,0,0,1,2,0,0,0,4,0,0,0,0,50138
6,3,3,1.0,1113.0,4,504.0,1113.0,44,3,3,1,0,6,3,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,148000
5,3,3,1.0,778.0,4,924.0,778.0,80,4,5,1,0,4,5,0,1,1,0,0,1,6,1,1,0,4,1,0,0,0,120500
6,3,3,1.0,1489.0,4,240.0,944.0,80,2,5,2,0,7,3,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,139500
9,5,5,3.0,1698.0,6,768.0,1698.0,13,4,5,2,1,8,5,0,0,0,1,0,0,7,0,0,1,3,0,0,0,0,320000
7,3,3,2.0,2267.0,4,498.0,1262.0,83,4,5,1,0,7,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,219000
5,3,3,2.0,902.0,5,484.0,902.0,37,2,1,1,0,5,3,0,1,0,1,0,1,5,0,0,0,3,0,0,0,0,131000
6,4,4,2.0,1495.0,5,440.0,738.0,14,3,5,2,1,7,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,171925
5,4,4,2.0,1384.0,5,404.0,1384.0,24,2,1,2,1,7,4,0,1,0,1,0,0,7,0,0,0,3,0,0,0,0,177900
6,3,3,1.0,1436.0,4,228.0,851.0,99,2,5,1,0,7,3,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,141500
6,4,3,2.0,1636.0,5,440.0,952.0,22,4,4,2,1,7,4,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,191000
6,3,4,2.0,1158.0,5,576.0,1158.0,16,2,1,1,1,5,5,0,1,1,0,0,0,6,1,1,0,4,0,0,0,0,158000
8,4,4,3.0,1646.0,5,870.0,1646.0,14,3,5,2,1,6,5,0,0,0,1,0,0,2,1,1,1,3,0,0,0,0,248900
5,3,4,1.0,1768.0,5,240.0,981.0,83,2,4,1,0,7,5,0,0,1,0,0,0,6,0,0,0,4,0,0,1,0,175000
6,3,4,1.0,1565.0,4,299.0,1565.0,55,3,4,2,1,7,5,0,1,0,1,0,0,6,0,1,0,4,0,0,0,0,185900
7,3,3,2.0,1768.0,5,320.0,880.0,106,2,4,1,0,6,2,0,1,1,0,0,0,4,0,0,0,4,1,0,0,0,163000
5,2,3,0.0,1396.0,4,465.10199881023215,1060.0,69,1,1,2,0,8,3,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,115000
6,3,3,2.0,1096.0,4,484.0,1096.0,42,2,3,1,0,6,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,157500
7,4,4,3.0,2312.0,5,658.0,1223.0,21,4,4,2,1,8,5,0,0,0,0,1,0,6,1,1,0,2,0,0,1,0,245000
8,4,4,2.0,1337.0,5,462.0,1337.0,27,3,4,2,1,5,4,0,1,0,1,0,0,7,0,0,0,3,0,0,0,1,180000
7,4,4,2.0,1102.0,5,480.0,551.0,16,2,1,2,1,4,5,0,1,1,0,0,0,7,0,0,0,2,0,0,0,0,148800
8,4,4,2.0,2031.0,5,577.0,1128.0,18,3,5,2,1,7,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,237000
2,3,2,1.0,438.0,4,246.0,438.0,100,2,1,1,0,3,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,60000
5,3,3,2.0,1033.0,5,504.0,1033.0,44,3,1,1,0,6,5,0,0,0,0,0,1,6,0,0,0,4,0,0,1,0,165000
7,4,4,2.0,2327.0,5,596.0,1129.0,17,3,5,2,1,9,5,0,1,0,0,1,0,2,1,1,0,2,0,0,0,0,240000
7,3,4,2.0,1187.0,5,420.0,1187.0,28,3,1,2,1,6,4,0,0,0,1,0,0,2,0,0,0,3,0,0,1,0,160000
6,3,3,1.0,1340.0,4,440.0,816.0,75,2,1,1,0,6,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,128000
4,3,2,0.0,1152.0,1,465.10199881023215,1152.0,65,1,1,2,1,6,3,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,82000
6,3,4,2.0,1567.0,4,542.0,1567.0,54,2,5,2,0,5,4,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,256000
7,3,3,2.0,1482.0,4,324.0,832.0,100,2,1,1,1,7,5,0,1,1,0,0,0,6,1,1,0,4,1,0,0,0,143000
7,4,4,2.0,1689.0,5,433.0,1689.0,14,4,1,2,1,7,5,0,1,0,1,0,0,2,1,1,0,3,0,0,0,0,231713
5,3,3,3.0,1424.0,5,828.0,1424.0,51,2,1,1,0,7,3,0,1,0,0,0,1,6,0,0,0,3,0,0,0,0,155000
5,3,3,1.0,816.0,4,264.0,816.0,37,2,1,1,0,4,5,0,1,0,1,0,1,7,1,1,0,4,0,0,0,0,128500
7,3,3,1.0,1424.0,4,312.0,1424.0,99,2,5,2,0,7,5,0,0,0,1,0,0,2,0,0,0,4,0,0,1,0,168000
7,3,4,2.0,1479.0,4,484.0,725.0,48,4,1,1,0,7,4,0,0,0,1,1,1,6,0,0,0,3,0,0,1,0,184000
5,3,3,0.0,1025.0,4,465.10199881023215,1025.0,58,1,1,1,0,6,3,0,1,0,0,0,1,6,0,0,0,4,0,0,0,0,124000
6,3,3,2.0,1442.0,4,615.0,1442.0,50,3,4,2,0,6,3,0,0,0,1,0,1,2,0,0,0,3,0,0,1,0,185000
8,4,4,2.0,1936.0,5,504.0,1454.0,20,3,4,2,1,7,5,0,0,0,1,1,0,2,1,1,0,3,0,0,1,0,230500
7,3,4,3.0,1939.0,5,555.0,1070.0,22,3,4,2,1,8,5,0,0,0,1,1,0,6,1,1,0,3,0,0,1,0,227000
6,4,4,2.0,1476.0,5,540.0,738.0,15,4,1,2,1,7,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,173500
5,3,3,1.0,898.0,5,326.0,898.0,52,3,1,1,0,6,4,0,1,0,1,0,1,7,0,0,0,4,0,0,0,0,140000
8,4,4,2.0,1460.0,6,480.0,1460.0,14,4,5,2,1,6,5,0,1,0,1,0,0,7,1,1,0,4,0,0,0,0,247000
6,3,3,2.0,1034.0,5,504.0,1034.0,42,4,3,1,0,5,3,0,0,0,0,0,1,7,0,0,0,3,0,0,1,0,149900
5,3,3,2.0,1174.0,5,528.0,1174.0,42,2,1,1,0,5,5,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,158000
7,4,4,2.0,1080.0,5,496.0,530.0,17,3,1,2,1,4,5,0,1,0,1,0,0,7,1,1,0,3,0,0,0,0,147110
6,3,3,1.0,1376.0,4,198.0,780.0,83,2,5,2,0,7,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,119500
5,3,3,2.0,1567.0,4,440.0,840.0,80,2,4,1,0,6,5,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,205000
5,3,4,0.0,1534.0,5,465.10199881023215,751.0,125,1,1,1,0,6,5,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,148000
8,4,4,2.0,1616.0,5,608.0,1616.0,25,3,4,2,1,5,5,0,1,0,1,0,0,7,0,0,0,3,0,0,0,1,236500
5,3,2,1.0,1551.0,3,240.0,1058.0,82,2,1,2,0,6,3,0,1,1,0,0,0,3,0,0,0,4,0,0,0,0,137000
5,3,3,1.0,960.0,4,330.0,960.0,65,3,1,1,0,5,4,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,122000
7,4,4,2.0,1302.0,5,436.0,1302.0,13,4,1,2,1,6,5,0,1,0,1,0,0,2,1,1,0,3,0,0,0,0,176485
5,3,3,1.0,816.0,4,210.0,816.0,95,2,1,1,0,4,3,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,109000
7,4,4,1.0,1502.0,5,286.0,1502.0,22,4,4,1,1,5,5,0,0,0,1,0,0,7,0,0,0,3,1,0,1,0,330000
6,3,3,1.0,1133.0,4,308.0,1133.0,12,2,1,1,1,7,4,0,1,1,0,0,0,7,1,1,0,4,1,0,0,0,143000
9,4,4,3.0,1499.2985365853656,6,806.0,1671.0,22,4,4,2,1,9,5,0,0,0,1,1,0,7,0,0,0,3,0,1,1,0,410000
6,4,4,2.0,1721.0,5,471.0,936.0,26,3,1,2,1,7,5,0,0,0,1,1,0,7,0,0,0,3,0,0,1,0,201000
4,3,3,2.0,1760.0,3,648.0,981.0,110,2,4,1,0,7,3,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,80000
6,3,4,1.0,2320.0,4,180.0,1436.0,75,2,4,2,0,9,5,0,1,1,0,0,1,6,0,0,0,3,0,0,0,0,259500
7,4,4,2.0,2486.0,5,452.0,1146.0,17,4,5,3,1,10,5,0,0,0,0,1,0,7,1,1,0,3,0,0,1,0,279900
5,3,4,1.0,1246.0,4,305.0,1246.0,61,3,1,1,0,6,5,0,1,0,1,0,1,3,0,0,0,4,0,0,0,0,154000
6,4,4,2.0,2144.0,5,389.0,1444.0,62,4,4,2,0,7,4,0,0,0,1,0,1,4,0,0,0,2,0,0,0,0,277000
5,3,3,1.0,1150.0,4,215.0,799.0,78,2,4,1,0,6,5,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,128000
8,4,4,3.0,1600.0,5,890.0,1600.0,13,3,5,2,1,7,5,1,0,0,1,0,0,2,1,1,1,4,0,0,0,0,256300
4,3,4,1.0,1755.0,4,231.0,1230.0,90,2,4,2,0,7,5,0,1,1,0,0,0,7,0,0,0,3,0,0,0,0,188000
8,4,4,3.0,1800.0,6,765.0,1800.0,18,4,5,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,312500
7,4,4,2.0,1200.0,5,480.0,600.0,16,3,1,2,1,4,5,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,151000
5,3,3,2.0,1365.0,4,440.0,765.0,49,2,1,1,0,6,5,0,0,1,0,0,1,6,0,0,0,4,1,0,1,0,122500
6,4,4,2.0,1696.0,5,542.0,835.0,17,3,1,2,1,7,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,188000
7,4,4,2.0,1809.0,5,638.0,945.0,15,3,1,2,1,8,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,209700
8,4,4,2.0,2234.0,6,724.0,1164.2931707317073,14,3,5,1,1,7,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,1,441929
6,4,4,2.0,1680.0,5,474.0,886.0,27,3,1,2,1,7,5,0,0,0,1,1,0,7,0,0,0,3,0,0,1,0,163000
6,3,4,2.0,2087.0,4,444.0,976.0,54,4,1,2,0,9,4,0,0,0,1,1,1,3,0,0,0,3,0,0,1,0,187500
8,4,4,2.0,1513.0,5,521.0,1513.0,21,4,4,2,1,5,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,220000
5,3,4,1.0,1107.0,4,308.0,1107.0,53,3,1,1,0,5,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,127000
5,3,3,1.0,827.0,1,392.0,827.0,65,2,2,1,0,5,5,0,1,1,0,0,0,1,1,1,0,4,0,0,0,0,107500
6,3,3,0.0,1484.0,4,465.10199881023215,742.0,106,1,5,2,0,9,5,0,1,0,0,0,1,2,0,0,0,4,1,0,0,0,128000
5,3,3,2.0,764.0,3,504.0,764.0,95,2,1,1,0,4,4,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,73000
9,4,5,3.0,1792.0,6,874.0,1792.0,17,4,5,2,1,6,5,1,0,0,1,0,0,7,1,1,0,3,0,0,1,0,374000
8,4,4,3.0,1499.2985365853656,6,746.0,1515.0,19,4,4,2,1,10,5,1,0,0,1,1,0,7,1,1,0,4,0,0,1,0,421250
6,3,3,2.0,1593.0,5,389.0,808.0,28,3,4,2,1,7,4,0,1,0,0,1,0,2,1,1,0,3,0,0,0,0,178000
4,3,3,2.0,1181.0,5,588.0,1181.0,48,3,1,2,0,6,3,0,1,1,0,0,1,5,0,0,0,4,0,0,0,0,137500
8,4,4,2.0,1987.0,5,691.0,1987.0,26,4,4,2,1,7,5,0,0,0,1,0,0,7,0,0,0,3,0,1,1,0,301500
6,3,3,1.0,1242.0,4,180.0,647.0,85,2,5,1,0,6,4,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,105000
6,3,4,2.0,976.0,4,504.0,976.0,52,3,3,1,0,4,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,157500
5,3,3,1.0,1214.0,4,216.0,969.0,119,2,1,1,0,6,3,0,1,1,0,0,1,2,0,0,0,4,1,0,0,0,117000
5,3,3,1.0,864.0,4,336.0,864.0,58,2,1,1,0,5,4,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,105000
6,3,3,1.0,1639.0,4,240.0,1166.0,84,2,1,1,0,6,5,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,115000
9,5,5,3.0,1736.0,6,834.0,1736.0,12,3,5,2,1,7,5,1,0,0,1,0,0,2,1,1,1,4,0,0,0,0,360000
5,3,3,2.0,1535.0,1,400.0,1535.0,41,2,1,2,0,8,3,0,1,0,1,0,0,1,0,0,0,4,0,0,0,0,118858
6,3,4,2.0,1632.0,4,484.0,800.0,54,2,1,1,0,7,4,0,0,0,1,1,1,7,0,0,0,4,0,0,1,0,173000
3,3,3,1.0,725.0,4,320.0,725.0,130,2,1,1,0,4,3,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,78500
7,4,4,2.0,1720.0,5,440.0,840.0,16,4,5,2,1,7,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,183500
4,2,3,2.0,936.0,3,576.0,936.0,67,2,1,1,0,4,3,0,1,1,0,0,1,2,0,0,0,4,1,0,0,0,93000
8,4,4,3.0,1589.0,5,630.0,1589.0,17,4,4,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,226500
6,4,3,2.0,1571.0,5,380.0,799.0,27,3,4,2,1,7,4,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,178000
7,4,4,2.0,1479.0,5,558.0,1479.0,17,3,1,2,1,7,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,226000
5,4,3,2.0,1632.0,4,898.0,784.0,51,3,4,1,0,7,5,0,0,0,1,1,1,5,1,1,0,3,0,0,1,0,173000
5,3,3,1.0,864.0,4,360.0,864.0,55,2,2,1,0,5,4,0,1,1,0,0,1,4,0,0,0,3,0,0,0,0,62383
9,5,5,3.0,1499.2985365853656,6,858.0,1476.0,12,4,5,2,1,11,5,1,0,0,1,1,0,7,1,1,1,3,0,0,0,0,446261
7,3,4,1.0,1479.0,4,312.0,743.0,94,2,5,1,0,6,5,0,1,1,0,0,0,6,0,0,0,4,0,0,0,0,160000
7,4,4,3.0,1576.0,5,668.0,1576.0,16,3,4,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,219990
7,4,4,2.0,1479.0,5,577.0,1479.0,21,3,1,2,1,6,5,0,0,0,1,0,0,2,1,1,0,3,0,0,1,0,191000
5,3,3,1.0,1060.0,4,308.0,916.0,95,2,5,1,1,6,3,0,1,1,0,0,0,3,0,0,0,4,0,0,0,0,136500
4,3,4,1.0,943.0,1,308.0,943.0,62,2,1,1,0,5,3,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,80000
7,4,4,3.0,2183.0,5,786.0,1377.0,32,2,1,2,1,9,4,0,0,0,1,0,0,7,0,0,0,3,0,0,1,0,229000
7,4,4,2.0,1949.0,5,574.0,1062.0,27,4,4,2,1,8,5,0,0,0,1,1,0,7,0,0,0,4,0,0,1,0,236000
10,5,5,3.0,1824.0,6,932.0,1824.0,14,4,5,2,1,8,5,0,0,0,1,0,0,2,0,0,0,3,0,0,1,0,392000
6,3,3,1.0,1930.0,4,316.0,1146.0,93,2,1,2,0,8,2,0,1,0,1,0,1,5,0,0,0,4,1,0,0,0,149000
10,5,5,2.0,2393.0,5,846.0,1469.0,22,4,4,2,1,7,5,0,1,0,1,0,0,5,0,0,0,3,0,0,0,0,345000
5,4,3,2.0,2014.0,3,624.0,1007.0,120,2,1,2,1,8,5,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,169000
4,3,3,1.0,1242.0,4,336.0,1242.0,74,2,1,1,0,4,3,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,109900
7,3,3,3.0,2000.0,5,650.0,996.0,27,4,4,2,1,9,5,0,0,0,1,1,0,3,0,0,0,4,0,0,1,0,188000
6,3,3,1.0,1412.0,4,280.0,825.0,81,2,5,1,0,6,5,0,1,1,0,0,1,2,0,0,0,4,1,0,0,0,132500
5,3,3,1.0,990.0,4,440.0,990.0,26,3,1,1,1,5,5,0,1,0,1,0,0,6,1,1,0,4,0,0,0,0,143000
5,3,3,1.0,1342.0,3,256.0,1342.0,69,2,1,1,0,7,5,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,125000
9,5,5,3.0,1868.0,6,473.4268292682927,1868.0,15,4,5,2,1,7,5,1,0,0,1,0,0,7,1,1,0,3,0,0,1,0,415000
4,3,3,2.0,1363.0,3,528.0,741.0,110,2,1,1,0,6,4,0,1,1,0,0,1,2,1,1,0,4,1,0,0,0,125500
6,3,3,1.0,1632.0,4,338.0,1632.0,62,3,5,2,0,6,4,0,0,0,1,0,1,4,0,0,0,4,0,0,0,0,139000
10,5,5,3.0,2296.0,6,842.0,1728.0,12,3,5,2,1,10,5,1,0,0,0,1,0,7,0,0,1,3,0,0,0,0,451950
5,3,3,0.0,1678.0,4,465.10199881023215,1678.0,61,1,1,2,0,10,3,0,0,0,0,0,1,2,1,1,0,4,0,0,1,0,119900
8,4,4,2.0,1296.0,6,471.0,1296.0,19,4,1,2,1,6,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,220000
6,3,3,2.0,1587.0,4,525.0,1587.0,49,2,5,2,0,7,3,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,167300
5,3,3,1.0,1298.0,4,256.0,854.0,79,2,5,1,0,6,5,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,122000
5,3,3,2.0,1728.0,4,504.0,1728.0,57,2,1,2,0,10,3,0,0,1,0,0,1,4,0,0,0,4,1,0,1,0,125000
5,3,3,1.0,928.0,4,288.0,928.0,63,4,1,1,0,5,4,0,1,0,1,0,1,4,0,0,0,4,1,0,0,0,112500
7,4,4,2.0,1795.0,5,578.0,879.0,15,3,1,2,1,7,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,191000
6,3,3,1.0,1080.0,4,288.0,1080.0,62,2,1,1,0,5,4,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,136000
7,3,4,2.0,1779.0,5,546.0,866.0,22,3,1,2,1,6,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,197900
6,3,4,1.0,1635.0,4,255.0,1001.0,110,2,1,1,0,5,4,0,1,0,1,0,1,2,1,1,0,4,1,0,0,0,117000
7,4,4,2.0,1220.0,5,632.0,1220.0,14,3,1,2,1,6,5,0,0,0,1,0,0,7,1,1,1,4,0,0,0,0,194000
9,4,4,2.0,1310.0,6,545.0,1310.0,19,3,4,1,1,5,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,285000
5,3,3,0.0,1355.0,4,465.10199881023215,808.0,80,1,1,2,0,6,4,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,127500
7,4,4,2.0,2295.0,5,590.0,1166.0,28,3,4,2,1,9,5,0,1,0,1,1,0,7,0,0,0,3,0,1,0,0,268000
4,3,3,2.0,1798.0,4,342.0,1156.0,120,2,1,2,1,7,5,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,137000
7,3,4,2.0,1620.0,4,578.0,1620.0,53,2,5,2,0,8,5,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,215000
5,3,3,1.0,1216.0,4,336.0,1216.0,65,3,1,1,0,5,3,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,129500
5,3,3,1.0,1344.0,5,240.0,896.0,84,2,1,1,0,7,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,115000
5,3,3,1.0,1159.0,4,288.0,747.0,95,2,1,1,1,5,3,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,114000
4,3,3,1.0,1056.0,4,384.0,1056.0,54,2,1,1,0,5,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,107000
5,3,3,1.0,1216.0,4,336.0,832.0,73,2,1,1,0,6,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,118500
6,3,3,1.0,1158.0,4,208.0,950.0,91,3,5,1,0,5,3,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,120000
8,4,4,2.0,1538.0,5,484.0,1538.0,15,3,1,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,260000
5,3,3,1.0,1143.0,4,308.0,1143.0,61,3,1,1,0,6,3,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,136000
4,3,3,4.0,872.0,4,480.0,872.0,49,2,1,1,0,5,3,0,1,1,0,0,1,2,0,0,0,4,0,0,0,0,123000
6,3,2,0.0,1406.0,4,465.10199881023215,1035.0,100,1,1,1,0,6,3,0,1,0,0,0,1,2,0,0,0,3,1,0,0,0,89500
6,4,4,2.0,1324.0,5,430.0,1324.0,15,4,1,2,1,6,5,0,1,0,1,0,0,2,1,1,0,3,0,0,0,0,199500
5,3,3,1.0,904.0,4,408.0,904.0,54,2,1,1,1,6,3,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,109900
7,4,4,1.0,2080.0,5,282.0,1276.0,94,2,5,1,0,9,5,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,234000
6,4,4,2.0,848.0,5,420.0,848.0,16,3,5,1,1,3,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,155900
