MSSubClass,MSZoning,Neighborhood,HouseStyle,Exterior1st,Exterior2nd,MasVnrType,GarageType,Foundation,LotShape,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageCars,GrLivArea,GarageArea,1stFlrSF,YearBuilt,YearRemod/Add,FullBath,TotRmsAbvGrd,SalePrice
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,6,5,3,5,3,4,3,5,3,1.0,1196.0,297.0,1196.0,1956,1956,1,6,139000
60,RL,Sawyer,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,7,3,4,6,3,3,4,4,2.0,1400.0,440.0,672.0,1978,1978,1,6,149500
70,RL,Edwards,2Story,MetalSd,MetalSd,None,Detchd,CBlock,4,4,5,3,4,2,3,3,5,2,1.0,1510.0,296.0,755.0,1940,1950,1,7,108000
190,RL,OldTown,2Story,MetalSd,MetalSd,None,None,BrkTil,4,4,7,3,1,1,3,3,1,1,0.0,1294.0,465.10199881023215,694.0,1900,2000,2,7,106250
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,3.0,1240.0,826.0,1240.0,2006,2006,2,5,194000
20,RL,Sawyer,1Story,Wd Sdng,Wd Sdng,BrkFace,Detchd,CBlock,4,5,4,3,4,3,5,3,1,2,2.0,988.0,624.0,988.0,1962,1962,1,6,129500
90,RL,NAmes,1Story,MetalSd,MetalSd,None,Detchd,CBlock,4,5,5,3,4,2,3,3,1,2,3.0,1560.0,792.0,1560.0,1968,1968,2,8,126000
20,RL,Edwards,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,5,5,3,3,4,3,3,1,3,1.0,1368.0,195.0,1368.0,1950,1950,1,6,120000
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1484.0,606.0,1484.0,2004,2005,2,7,213000
120,RL,Greens,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,3,8,5,4,5,7,3,4,3,4,2.0,1226.0,484.0,1226.0,1980,1980,1,4,190000
20,RL,Gilbert,1Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,6,6,3,5,7,4,3,4,4,2.0,1169.0,402.0,1169.0,1993,1994,2,6,183500
80,RL,NAmes,SLvl,Plywood,Plywood,BrkFace,BuiltIn,CBlock,3,7,5,3,4,4,3,3,4,2,1.0,1651.0,276.0,1035.0,1963,1999,2,6,172000
20,RL,Edwards,1Story,MetalSd,MetalSd,None,Detchd,CBlock,4,4,6,3,4,6,5,3,5,2,1.0,816.0,288.0,816.0,1938,1958,1,3,100000
20,RL,CollgCr,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,7,6,4,5,7,5,4,1,3,3.0,1564.0,814.0,1564.0,2007,2007,2,6,218836
190,RM,OldTown,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,7,3,3,2,5,3,4,2,2.0,1912.0,672.0,1221.0,1905,2000,2,7,163000
20,RL,Gilbert,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,2,5,4,5,3,2.0,1525.0,534.0,1525.0,2006,2006,2,6,206580
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,6,5,4,5,2,5,4,5,4,2.0,1456.0,390.0,728.0,2005,2006,2,8,163990
70,RM,IDOTRR,2Story,AsbShng,Plywood,None,Detchd,BrkTil,4,5,8,2,3,2,4,3,1,2,1.0,1330.0,390.0,665.0,1910,2004,1,7,116500
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,7,5,4,5,2,5,4,5,4,2.0,1720.0,400.0,840.0,2002,2003,2,7,188000
85,RL,NAmes,SFoyer,HdBoard,HdBoard,BrkFace,Basment,CBlock,3,5,6,3,4,7,5,3,4,4,2.0,1280.0,432.0,1280.0,1966,1966,2,6,175000
120,RL,StoneBr,1Story,CemntBd,CmentBd,None,Attchd,CBlock,3,8,5,4,5,7,4,3,1,3,2.0,1179.0,480.0,1179.0,1988,1988,2,5,182000
30,RM,OldTown,1Story,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,7,4,4,2,3,3,1,3,2.0,960.0,576.0,960.0,1926,1980,1,5,103000
20,RL,NoRidge,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,10,5,5,6,7,5,5,5,3,3.0,1499.2985365853658,804.0,1164.2931707317073,2001,2002,2,8,466500
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,3,6,8,4,4,6,3,4,1,2,1.0,988.0,297.0,988.0,1959,1998,2,6,149500
120,RL,NPkVill,1Story,Plywood,Brk Cmn,None,Attchd,CBlock,4,7,7,3,5,7,3,3,1,2,1.0,1055.0,319.0,1055.0,1978,1978,2,4,142500
30,RL,Crawfor,1Story,Stucco,Plywood,None,Detchd,PConc,4,5,5,3,4,5,3,3,1,2,1.0,1422.0,352.0,1422.0,1926,1950,1,6,136500
160,RH,Landmrk,2Story,VinylSd,VinylSd,None,Detchd,PConc,3,6,5,3,5,7,5,3,1,2,2.0,1320.0,484.0,630.0,1993,1994,2,5,137000
20,RL,NWAmes,1Story,Plywood,Wd Sdng,BrkFace,Attchd,CBlock,3,7,6,4,5,7,5,5,6,3,2.0,1688.0,528.0,1688.0,1988,1988,2,6,226500
20,RL,Gilbert,1Story,HdBoard,HdBoard,None,Attchd,PConc,4,7,5,3,5,7,4,4,2,2,2.0,1341.0,506.0,1341.0,1990,1990,1,5,171500
80,RL,CollgCr,SLvl,MetalSd,MetalSd,None,Detchd,CBlock,3,5,5,3,4,6,4,3,1,2,2.0,954.0,576.0,954.0,1976,1976,1,6,132500
90,RL,NAmes,1Story,Stucco,Stucco,BrkFace,Detchd,Slab,4,3,4,3,1,1,2,3,1,2,2.0,1040.0,400.0,1040.0,1949,1950,2,6,87500
60,FV,Somerst,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,3,4,7,5,3,4,4,2.0,1789.0,546.0,872.0,2001,2001,2,7,223000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,6,9,4,4,2,3,4,5,3,2.0,1537.0,462.0,1537.0,1962,2005,1,7,174000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,5,6,3,4,4,5,3,1,4,1.0,884.0,270.0,884.0,1951,1991,1,4,142000
20,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,8,5,4,5,2,5,4,5,3,2.0,1489.0,776.0,1489.0,2006,2006,2,7,232600
20,RL,NWAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,6,3,4,6,2,4,3,3,2.0,1309.0,484.0,1309.0,1974,1999,1,5,181000
160,RM,MeadowV,2Story,CemntBd,CmentBd,None,Attchd,CBlock,4,6,4,3,5,6,4,3,5,4,2.0,2521.0,576.0,1291.0,1973,1973,2,10,151400
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,8,5,4,5,2,5,4,5,3,3.0,1634.0,866.0,1634.0,2006,2006,2,7,250000
60,RL,NWAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,7,5,3,5,7,3,3,4,2,2.0,1714.0,496.0,980.0,1988,1988,2,7,196500
75,RM,OldTown,2.5Unf,Wd Sdng,Wd Sdng,None,Attchd,PConc,4,7,8,3,4,2,3,3,5,2,2.0,2454.0,576.0,1312.0,1879,1987,2,8,185000
20,RL,NWAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,5,3,4,5,3,3,1,2,1.0,1216.0,336.0,1216.0,1969,1969,1,5,113000
20,RL,StoneBr,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,8,6,4,5,7,5,4,5,3,2.0,1419.0,567.0,1419.0,2007,2007,2,7,392000
90,RL,Edwards,SFoyer,WdShing,Plywood,BrkFace,None,CBlock,3,6,5,3,5,7,3,3,1,1,0.0,980.0,465.10199881023215,980.0,1975,1975,2,4,127500
160,FV,Somerst,2Story,MetalSd,MetalSd,BrkFace,Detchd,PConc,4,6,5,4,5,7,5,4,1,2,2.0,1573.0,440.0,769.0,2000,2000,2,4,177000
60,FV,Somerst,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,6,5,4,5,2,5,4,5,3,3.0,2443.0,744.0,1158.0,2004,2004,2,9,265000
60,FV,Somerst,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,8,5,4,6,7,5,4,4,3,2.0,2362.0,473.4268292682927,1220.0,1998,1998,2,8,312500
75,RM,OldTown,2.5Unf,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,10,9,5,4,2,4,4,5,2,2.0,1499.2985365853658,880.0,1521.0,1893,2000,3,9,325000
20,RL,Veenker,1Story,VinylSd,VinylSd,BrkFace,Attchd,CBlock,3,8,8,4,5,6,4,4,5,3,3.0,2014.0,864.0,2014.0,1980,1980,2,6,275000
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,4,3,3.0,2520.0,721.0,1214.0,1995,1995,2,9,290000
20,RL,Sawyer,1Story,Plywood,Plywood,BrkCmn,Attchd,CBlock,3,6,6,3,4,5,5,3,3,4,2.0,1494.0,461.0,1494.0,1974,2002,2,7,169000
30,RM,BrkSide,1Story,Wd Sdng,Wd Shng,None,Detchd,CBlock,4,5,7,3,4,3,4,3,1,2,1.0,616.0,205.0,616.0,1921,1950,1,4,89000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,3,5,2,4,3,5,4,2.0,1465.0,393.0,789.0,1998,1998,2,7,180400
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,5,7,5,4,5,3,3.0,1629.0,880.0,1629.0,2003,2004,2,7,284000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,5,5,3,4,4,5,3,1,3,1.0,912.0,275.0,912.0,1958,1958,1,5,114500
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,3.0,1552.0,782.0,1552.0,2005,2006,2,7,212900
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,2,7,5,4,5,2,5,4,1,3,2.0,1430.0,605.0,1430.0,2001,2002,2,6,187100
160,FV,Somerst,2Story,MetalSd,MetalSd,BrkFace,Detchd,PConc,4,6,5,3,5,7,4,3,3,2,2.0,1458.0,440.0,729.0,1999,1999,2,5,176000
20,RL,Crawfor,1Story,HdBoard,BrkFace,None,Attchd,PConc,3,6,6,3,5,5,5,3,5,3,2.0,1488.0,552.0,1488.0,1968,1968,2,7,215000
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1582.0,520.0,770.0,2004,2004,2,6,185900
20,RL,NAmes,1Story,HdBoard,Plywood,None,Detchd,CBlock,4,4,6,3,4,6,3,4,1,2,2.0,864.0,660.0,864.0,1970,1970,1,5,120500
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,1,5,5,4,5,2,5,3,5,4,2.0,1838.0,372.0,734.0,2005,2005,2,7,192140
20,RL,Mitchel,1Story,VinylSd,VinylSd,None,Attchd,CBlock,4,5,9,4,4,6,5,4,6,2,1.0,816.0,264.0,816.0,1982,2008,1,5,130500
50,RL,Edwards,1.5Fin,WdShing,Wd Shng,None,Detchd,Slab,4,4,3,3,1,1,3,3,1,2,1.0,1529.0,240.0,1088.0,1945,1950,2,9,98000
20,RL,CollgCr,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,9,5,4,5,7,5,5,5,3,3.0,2276.0,473.4268292682927,1164.2931707317073,2008,2008,2,7,475000
30,RM,IDOTRR,1Story,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,2,3,3,2,4,3,1,2,1.0,1077.0,338.0,1077.0,1920,1950,1,6,67000
60,RL,NridgHt,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,8,5,4,6,7,5,5,5,4,3.0,2161.0,789.0,1610.0,2007,2007,1,8,325624
20,RL,Mitchel,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,7,5,4,5,3,2.0,1409.0,576.0,1409.0,2002,2002,1,4,245000
20,RL,SawyerW,1Story,VinylSd,VinylSd,None,Detchd,PConc,4,5,5,3,4,7,5,4,1,2,2.0,1114.0,576.0,1114.0,2004,2004,1,6,159000
20,RL,NAmes,1Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,4,5,7,3,4,6,3,3,1,3,2.0,1073.0,515.0,1073.0,1965,1965,1,6,156000
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,10,5,5,6,7,5,5,5,4,3.0,2402.0,672.0,1164.2931707317073,2008,2008,2,10,555000
20,RL,Veenker,1Story,Plywood,Plywood,None,Attchd,PConc,3,6,6,3,5,5,3,3,1,2,2.0,1232.0,516.0,1232.0,1984,1984,2,6,162500
90,RL,SawyerW,SFoyer,HdBoard,HdBoard,None,Attchd,PConc,4,6,8,4,5,3,4,4,1,2,4.0,1440.0,920.0,1440.0,1993,1993,2,8,224500
20,RL,Gilbert,1Story,AsbShng,AsbShng,BrkFace,Attchd,CBlock,3,6,5,3,4,2,4,3,4,3,2.0,1488.0,738.0,1488.0,1950,1950,2,6,133000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,5,4,2.0,1509.0,393.0,807.0,2003,2003,2,8,180000
20,RL,Mitchel,1Story,HdBoard,Plywood,None,Attchd,CBlock,4,5,6,3,4,7,4,4,1,2,1.0,845.0,264.0,845.0,1982,2005,1,6,134500
60,RL,StoneBr,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,2,10,5,5,6,2,5,4,5,4,3.0,1499.2985365853658,641.0,1426.0,2006,2006,3,10,438780
80,RL,NAmes,SLvl,Plywood,Plywood,BrkFace,Basment,CBlock,3,6,5,3,5,7,4,3,5,3,1.0,1431.0,296.0,1431.0,1962,1962,1,6,165000
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,5,5,3,4,5,3,3,1,3,1.0,892.0,288.0,892.0,1967,1967,1,5,100000
20,RL,NAmes,1Story,Plywood,Plywood,BrkFace,Attchd,CBlock,3,7,6,3,4,5,4,3,5,2,2.0,1329.0,441.0,1329.0,1960,1960,1,5,176000
20,RL,Sawyer,1Story,Wd Sdng,Plywood,None,Attchd,CBlock,4,5,4,3,4,6,3,3,5,2,2.0,1779.0,454.0,1779.0,1955,1974,1,6,170000
120,RL,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,2,5,4,4,4,3.0,1555.0,660.0,1555.0,2007,2007,2,7,174000
50,RM,IDOTRR,1.5Fin,Stucco,Stucco,None,Detchd,PConc,4,6,6,3,4,4,3,3,5,2,1.0,1236.0,384.0,788.0,1925,1950,2,6,127000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,7,5,3,5,2,5,3,4,4,2.0,1651.0,450.0,873.0,1999,1999,2,7,185900
30,RM,OldTown,1Story,MetalSd,MetalSd,None,Attchd,BrkTil,4,5,8,3,3,2,4,3,1,2,1.0,886.0,273.0,886.0,1938,1996,1,4,91300
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,4,5,7,5,4,1,3,2.0,1700.0,544.0,1700.0,2003,2003,2,7,200000
50,RL,NAmes,1.5Fin,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,6,6,3,4,4,5,3,5,2,1.0,1846.0,315.0,1168.0,1949,1950,2,7,143000
50,RL,Sawyer,1.5Fin,MetalSd,MetalSd,None,Attchd,CBlock,4,5,5,4,4,6,5,4,5,2,2.0,1920.0,451.0,1252.0,1958,1958,2,8,172500
20,RL,Edwards,1Story,VinylSd,VinylSd,Stone,Detchd,CBlock,4,4,6,3,4,5,3,3,1,2,2.0,1088.0,520.0,1088.0,1963,1963,1,4,110000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,3,4,5,3,4,5,3,3,5,3,3.0,1362.0,768.0,1362.0,1957,1957,1,6,140000
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,4,5,7,4,4,5,3,2.0,1314.0,440.0,1314.0,2006,2006,2,6,176432
20,RL,SawyerW,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,5,3,5,7,4,4,1,3,2.0,1294.0,496.0,1294.0,1991,1991,2,6,179200
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1274.0,508.0,1274.0,2005,2007,2,6,203000
20,RL,Somerst,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,7,6,4,5,2,5,4,1,3,3.0,1689.0,954.0,1689.0,2007,2007,2,7,248328
20,RL,Timber,1Story,CemntBd,CmentBd,BrkFace,Attchd,PConc,3,9,5,5,6,7,5,5,1,4,3.0,1641.0,885.0,1641.0,2008,2008,2,7,316500
50,RL,Edwards,1.5Fin,BrkFace,Plywood,None,Attchd,CBlock,4,7,5,3,4,2,3,3,5,2,1.0,1079.0,249.0,617.0,1948,1950,1,5,125600
20,RM,OldTown,1Story,MetalSd,MetalSd,BrkFace,Detchd,CBlock,4,5,6,3,4,4,4,2,1,2,1.0,984.0,308.0,984.0,1959,1959,1,5,110000
30,RM,OldTown,1Story,MetalSd,MetalSd,None,Detchd,PConc,4,4,4,3,4,6,4,2,1,2,1.0,960.0,308.0,960.0,1920,1950,1,5,108500
20,C (all),IDOTRR,1Story,Wd Sdng,Wd Sdng,None,Basment,CBlock,4,5,5,2,4,2,3,2,1,2,2.0,1044.0,504.0,1044.0,1952,1952,1,4,55993
50,RM,OldTown,1.5Fin,VinylSd,VinylSd,None,Detchd,BrkTil,4,5,7,3,4,5,5,4,5,2,1.0,1633.0,240.0,1027.0,1948,2009,1,7,129000
20,RL,Timber,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,6,6,3,5,7,4,4,4,2,2.0,1137.0,551.0,1137.0,1987,1987,2,5,176000
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,7,3,4,4,2,3,1,2,1.0,1380.0,364.0,1380.0,1963,1963,1,6,154000
20,RL,Timber,1Story,Plywood,HdBoard,BrkFace,Attchd,CBlock,4,6,5,4,5,7,5,4,3,2,2.0,1256.0,578.0,1256.0,1986,1986,2,6,180000
120,RM,MeadowV,1Story,CemntBd,CmentBd,None,Attchd,PConc,4,5,5,3,5,6,3,3,2,4,2.0,1142.0,528.0,1142.0,1976,1976,1,6,134000
20,RL,Edwards,1Story,WdShing,Wd Shng,None,Attchd,CBlock,4,6,7,3,4,6,3,4,5,2,2.0,2158.0,576.0,2158.0,1950,2001,2,7,243000
20,RL,Timber,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,5,4,3.0,1629.0,808.0,1629.0,2002,2003,2,9,270000
20,RL,Mitchel,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,6,5,3,4,6,3,3,1,2,2.0,1080.0,484.0,1080.0,1983,1983,1,5,134000
60,RL,NoRidge,2Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,4,3,3.0,1499.2985365853658,656.0,1372.0,1993,1993,2,9,260000
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,4,4,5,3,2.0,1491.0,484.0,738.0,2006,2006,2,7,168675
80,RL,Gilbert,SLvl,HdBoard,HdBoard,BrkFace,BuiltIn,PConc,3,6,5,3,5,3,4,3,4,4,2.0,1694.0,398.0,924.0,1994,1994,2,7,160000
50,RM,OldTown,1.5Fin,Wd Sdng,HdBoard,None,None,BrkTil,4,5,9,3,3,2,4,4,1,1,0.0,1080.0,465.10199881023215,684.0,1890,1996,1,5,95000
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,4,5,2,5,4,5,4,2.0,1422.0,440.0,704.0,2005,2006,2,7,173000
20,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,5,3,2.0,1301.0,572.0,1301.0,2006,2006,2,5,187750
60,RL,NWAmes,2Story,Plywood,Plywood,BrkFace,Attchd,CBlock,3,7,6,3,5,2,4,3,4,4,2.0,2093.0,542.0,1236.0,1986,1991,2,7,215000
20,RL,Sawyer,1Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,3,5,5,3,4,5,4,3,1,3,1.0,1073.0,270.0,1073.0,1967,1967,1,6,120000
20,RL,Somerst,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,5,3,2.0,1506.0,672.0,1506.0,2005,2006,2,7,249000
20,RL,NWAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,7,6,3,4,5,4,3,1,3,2.0,1334.0,477.0,1334.0,1967,1967,2,7,164500
120,RM,GrnHill,1Story,BrkFace,Wd Sdng,None,Attchd,CBlock,3,7,5,4,1,1,4,4,1,3,1.0,1295.0,312.0,1295.0,1986,1986,2,5,230000
70,RM,OldTown,2Story,Wd Sdng,Wd Shng,None,Attchd,BrkTil,3,7,6,3,4,4,4,4,5,2,2.0,1344.0,456.0,672.0,1929,1990,1,6,140000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Detchd,CBlock,4,5,7,3,4,6,3,3,1,2,1.0,732.0,240.0,732.0,1952,1952,1,4,118900
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,8,5,4,5,2,5,4,5,3,3.0,1468.0,904.0,1468.0,2008,2008,2,6,239900
120,RL,NPkVill,1Story,Plywood,Plywood,None,Attchd,CBlock,4,6,5,3,5,6,4,3,2,3,2.0,1069.0,440.0,1069.0,1975,1975,2,4,146300
120,RM,MeadowV,1Story,CemntBd,CmentBd,None,Attchd,PConc,4,5,6,3,5,7,4,3,1,2,2.0,1040.0,499.0,1040.0,1975,1975,1,6,124000
190,RL,Sawyer,SFoyer,HdBoard,HdBoard,None,Detchd,CBlock,4,5,5,3,5,6,3,3,1,2,1.0,999.0,308.0,999.0,1963,1963,1,6,130000
20,RL,SawyerW,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,3,5,2,5,3,1,2,2.0,1349.0,539.0,1349.0,2000,2001,2,6,179000
20,RL,Gilbert,1Story,HdBoard,HdBoard,None,Attchd,PConc,4,7,5,3,5,2,5,3,1,3,2.0,1442.0,500.0,1442.0,1990,1990,2,5,180500
30,RM,OldTown,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,4,6,3,4,2,3,3,1,2,1.0,747.0,220.0,747.0,1945,1950,1,4,80000
20,RL,Somerst,1Story,CemntBd,CmentBd,Stone,Attchd,PConc,4,8,5,4,5,2,5,5,5,4,3.0,1578.0,840.0,1578.0,2008,2009,2,7,287090
20,RM,OldTown,1Story,BrkFace,BrkFace,None,Detchd,PConc,4,5,5,3,1,1,4,3,1,2,1.0,882.0,308.0,882.0,1956,1956,1,4,97000
120,RL,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,4,4,2.0,1511.0,398.0,1511.0,2002,2002,2,5,246990
20,RL,Gilbert,1Story,HdBoard,HdBoard,BrkCmn,Attchd,CBlock,4,6,6,3,4,5,2,3,4,2,2.0,1128.0,480.0,1128.0,1964,1964,1,6,154204
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,7,7,3,4,5,5,3,5,3,2.0,1312.0,495.0,1312.0,1958,2001,1,6,186000
160,RM,BrDale,2Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,5,5,3,4,4,3,3,1,2,1.0,1302.0,264.0,630.0,1972,1972,2,6,111750
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,9,5,5,6,7,5,5,5,4,3.0,1499.2985365853658,958.0,1164.2931707317073,2003,2004,2,10,500000
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,7,5,4,5,2,5,4,5,4,2.0,1356.0,484.0,628.0,2007,2007,2,6,177439
60,RL,NridgHt,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,9,5,5,6,7,5,5,5,4,3.0,2184.0,836.0,1130.0,2008,2008,2,10,335000
60,RL,NWAmes,2Story,Plywood,Plywood,BrkFace,Attchd,CBlock,4,7,6,3,4,6,3,3,5,3,2.0,1964.0,483.0,1098.0,1976,1976,2,8,205000
120,RL,StoneBr,1Story,CemntBd,CmentBd,None,Attchd,PConc,3,8,5,4,5,7,4,4,4,3,2.0,1321.0,484.0,1321.0,1990,1990,1,4,212000
120,RM,Crawfor,1Story,CemntBd,CmentBd,Stone,Attchd,PConc,3,8,5,4,6,7,5,4,5,4,2.0,1646.0,525.0,1646.0,2004,2005,2,5,246000
20,RL,NWAmes,1Story,WdShing,Plywood,BrkFace,Attchd,CBlock,3,7,7,4,5,7,3,3,1,2,2.0,1260.0,598.0,1260.0,1983,1983,2,6,181900
50,RM,OldTown,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,5,7,3,4,3,3,3,1,2,2.0,1316.0,484.0,926.0,1929,2001,1,6,130000
70,RM,OldTown,2Story,Wd Sdng,Wd Shng,None,Detchd,BrkTil,4,5,7,3,3,2,5,3,1,2,2.0,1432.0,360.0,768.0,1910,2002,2,7,132000
60,RL,SawyerW,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,7,5,4,4,3,2.0,1958.0,499.0,1029.0,1994,2001,2,7,220000
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,8,5,4,5,2,5,5,4,3,2.0,1788.0,522.0,1788.0,2001,2001,2,7,236500
60,FV,Somerst,2Story,VinylSd,VinylSd,Stone,BuiltIn,PConc,3,8,5,4,5,7,5,3,1,4,2.0,1935.0,552.0,832.0,2009,2009,2,8,263435
50,RM,IDOTRR,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,6,3,4,2,3,3,5,2,2.0,1969.0,400.0,1272.0,1938,1958,2,9,141000
60,RL,Gilbert,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,3,7,5,4,5,2,5,4,5,4,2.0,1986.0,434.0,847.0,2003,2003,2,9,213000
20,RL,Timber,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1214.0,520.0,1214.0,2009,2010,2,6,179781
120,RL,NridgHt,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,5,4,2.0,1342.0,550.0,1342.0,2006,2007,2,6,234250
20,RL,Timber,1Story,Stone,HdBoard,None,Attchd,CBlock,3,8,6,4,5,6,3,4,5,4,2.0,1499.2985365853658,665.0,1164.2931707317073,1976,1976,2,10,287000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,8,5,4,6,7,5,4,5,4,3.0,2004.0,644.0,878.0,2002,2002,2,8,257500
